index,prediction
103684,30000.0 None
103685,80.0 None
103686,3.0 None
103687,3.0 None
103688,3.0 None
103689,
103690,
103691,
103692,42.0 gram
103693,11.8 inch
103694,9.8 centimeter
103695,9.8 centimeter
103696,15.4 centimeter
103697,85.0 None
103698,90.0 centimeter
103699,2.4 inch
103700,2.4 inch
103701,18.0 millimeter
103702,6.8 None
103703,
103704,12.0 None
103705,32.0 centimeter
103706,10.5 centimeter
103707,9.0 centimeter
103708,4.7 inch
103709,
103710,46.5 inch
103711,1.5 None
103712,15.0 inch
103713,3.0 None
103714,12.0 gram
103715,2600.0 None
103716,6.0 inch
103717,50.0 millimeter
103718,152.0 centimeter
103719,6.7 inch
103720,10.0 inch
103721,2.0 None
103722,2.0 None
103723,
103724,
103725,60.0 millimeter
103726,38.0 centimeter
103727,60.0 None
103728,101.0 millimeter
103729,187356.0 None
103730,50.0 centimeter
103731,200.0 centimeter
103732,240.0 centimeter
103733,23.62 inch
103734,9.0 centimeter
103735,3.26 inch
103736,3.26 inch
103737,112.0 millimeter
103738,21.1 centimeter
103739,
103740,
103741,
103742,
103743,
103744,5.9 inch
103745,11.8 inch
103746,5.9 inch
103747,32.0 inch
103748,36.5 None
103749,8.0 None
103750,23.0 centimeter
103751,99.0 None
103752,35.0 centimeter
103753,35.0 centimeter
103754,610.0 None
103755,26.0 inch
103756,26.0 inch
103757,26.0 inch
103758,3.0 None
103759,17.0 centimeter
103760,5.75 inch
103761,56.0 centimeter
103762,30.0 centimeter
103763,52.0 None
103764,5.0 None
103765,1.0 None
103766,1.0 None
103767,4.72 inch
103768,0.61 inch
103769,50.0 centimeter
103770,
103771,33.0 inch
103772,84.0 centimeter
103773,10.0 centimeter
103774,3.2 inch
103775,3.2 inch
103776,0.0 meter
103777,90.0 centimeter
103778,90.0 centimeter
103779,90.0 centimeter
103780,45.0 centimeter
103781,10.0 centimeter
103782,70.0 millimeter
103783,10.0 None
103784,10.0 None
103785,10.0 None
103786,88.0 centimeter
103787,
103788,1.24 kilogram
103789,
103790,
103791,
103792,
103793,36.0 centimeter
103794,36.0 centimeter
103795,42.0 millimeter
103796,80.0 millimeter
103797,110.0 None
103798,60.0 None
103799,44.0 None
103800,170.0 millimeter
103801,3.0 None
103802,8.8 None
103803,0.39 inch
103804,0.7 inch
103805,24.0 inch
103806,16.0 inch
103807,24.0 inch
103808,31.0 ounce
103809,2.16 inch
103810,
103811,7.5 centimeter
103812,7.5 centimeter
103813,7.5 centimeter
103814,2.0 None
103815,12.0 inch
103816,12.0 inch
103817,
103818,29.0 centimeter
103819,29.0 centimeter
103820,
103821,5.0 inch
103822,
103823,
103824,24.5 centimeter
103825,0.9 None
103826,150.0 None
103827,12.5 millimeter
103828,12.5 millimeter
103829,12.5 millimeter
103830,
103831,
103832,10.0 inch
103833,8.0 None
103834,
103835,3.1 inch
103836,3.9 inch
103837,7.5 inch
103838,6.0 inch
103839,60.0 centimeter
103840,
103841,
103842,4.25 inch
103843,18.0 centimeter
103844,18.0 centimeter
103845,5.0 centimeter
103846,
103847,
103848,
103849,2.0 None
103850,4.0 None
103851,8.1 ounce
103852,
103853,
103854,9.25 inch
103855,7.48 inch
103856,3.4 centimeter
103857,3.4 centimeter
103858,6.0 None
103859,9.84 inch
103860,35.0 centimeter
103861,79.0 centimeter
103862,6.1 inch
103863,17.0 centimeter
103864,33.0 centimeter
103865,15.7 inch
103866,27.0 centimeter
103867,27.0 centimeter
103868,27.0 centimeter
103869,11.0 centimeter
103870,
103871,13.0 inch
103872,24.0 centimeter
103873,
103874,
103875,2.44 inch
103876,15.0 centimeter
103877,60.0 None
103878,24.0 inch
103879,24.0 inch
103880,24.0 inch
103881,15.0 millimeter
103882,
103883,10.7 inch
103884,500.0 ounce
103885,59.1 inch
103886,
103887,0.3 inch
103888,15.6 inch
103889,70.8 inch
103890,6.0 None
103891,6.0 None
103892,160.0 millimeter
103893,6.7 inch
103894,6.0 inch
103895,1140.0 None
103896,60.0 millimeter
103897,50.0 inch
103898,20.0 millimeter
103899,30.0 None
103900,18.0 centimeter
103901,7.0 inch
103902,24.37 inch
103903,24.37 inch
103904,4.33 inch
103905,6.0 None
103906,2.36 inch
103907,110.0 None
103908,220.0 millimeter
103909,50.0 millimeter
103910,7.28 inch
103911,7.28 inch
103912,8.9 centimeter
103913,400.0 pound
103914,
103915,
103916,6.0 None
103917,6.0 None
103918,3.09 pound
103919,16.5 centimeter
103920,5.1 inch
103921,21.5 inch
103922,9.0 None
103923,13.0 None
103924,240.0 millimeter
103925,150.0 None
103926,150.0 None
103927,50.0 millimeter
103928,50.0 millimeter
103929,14.0 centimeter
103930,
103931,3.0 None
103932,21741.0 None
103933,1.0 None
103934,1.0 None
103935,50.0 None
103936,330.0 pound
103937,27.0 inch
103938,77.0 inch
103939,770.0 None
103940,44.0 centimeter
103941,2.36 inch
103942,17.3 centimeter
103943,17.3 centimeter
103944,8.5 inch
103945,5.5 inch
103946,6.0 None
103947,12.0 inch
103948,
103949,0.5 None
103950,4.6 centimeter
103951,45.0 inch
103952,40.0 centimeter
103953,15.0 inch
103954,0.19 inch
103955,0.19 inch
103956,4.0 None
103957,2.4 inch
103958,16.0 None
103959,
103960,18.0 inch
103961,12.0 inch
103962,
103963,0.5 inch
103964,37.0 inch
103965,9.0 inch
103966,7.0 centimeter
103967,7.0 centimeter
103968,2.8 inch
103969,30.0 centimeter
103970,30.0 centimeter
103971,190.0 centimeter
103972,5.1 inch
103973,1.0 None
103974,12.0 centimeter
103975,
103976,6.0 centimeter
103977,6.0 centimeter
103978,7.6 centimeter
103979,19.8 centimeter
103980,20.0 millimeter
103981,20.0 millimeter
103982,20.0 millimeter
103983,40.0 centimeter
103984,35.0 centimeter
103985,125.0 millimeter
103986,
103987,12.0 inch
103988,38.09 centimeter
103989,12.0 inch
103990,10.7 None
103991,10.7 None
103992,8.5 None
103993,500.0 millilitre
103994,0.72 ounce
103995,30.0 centimeter
103996,30.0 centimeter
103997,30.0 centimeter
103998,106.0 centimeter
103999,3.93 inch
104000,64.0 inch
104001,4.5 inch
104002,2.3 meter
104003,2.3 meter
104004,2.3 meter
104005,192.0 millimeter
104006,11.0 centimeter
104007,5.0 centimeter
104008,72.0 inch
104009,60.0 inch
104010,50.0 centimeter
104011,50.0 centimeter
104012,180.0 millimeter
104013,3.5 inch
104014,79.0 millimeter
104015,40.0 millimeter
104016,16.0 inch
104017,16.0 centimeter
104018,
104019,20.5 inch
104020,4.5 centimeter
104021,12.0 centimeter
104022,12.0 centimeter
104023,17.0 centimeter
104024,
104025,6.0 inch
104026,24.0 None
104027,14.0 centimeter
104028,2.13 inch
104029,2.13 inch
104030,0.87 inch
104031,46.0 millimeter
104032,6.0 inch
104033,6.0 inch
104034,12.0 inch
104035,4.2 kilogram
104036,8.5 inch
104037,8.5 inch
104038,265.0 pound
104039,265.0 pound
104040,150.0 None
104041,100.0 millimeter
104042,10.5 centimeter
104043,23.0 centimeter
104044,90.0 None
104045,40.0 centimeter
104046,15.0 None
104047,13.0 None
104048,6.0 None
104049,8.1 inch
104050,12.0 None
104051,3.0 None
104052,12.0 None
104053,25.0 centimeter
104054,6.0 inch
104055,14.5 inch
104056,7.0 None
104057,10.0 None
104058,13.4 inch
104059,100.0 centimeter
104060,
104061,4.1 inch
104062,4.1 inch
104063,2.9 inch
104064,22.0 gram
104065,
104066,20.0 centimeter
104067,67.0 millimeter
104068,170.0 millimeter
104069,
104070,
104071,26.0 centimeter
104072,550.0 None
104073,5.0 inch
104074,12.0 inch
104075,75.0 centimeter
104076,75.0 centimeter
104077,75.0 centimeter
104078,64.0 inch
104079,22.0 millimeter
104080,28.2 None
104081,28.2 None
104082,17.7 None
104083,27.0 None
104084,
104085,36.0 inch
104086,48.0 inch
104087,5.0 centimeter
104088,10.75 None
104089,240.0 millimeter
104090,12.0 centimeter
104091,6.29 inch
104092,12.0 centimeter
104093,45.0 centimeter
104094,45.0 centimeter
104095,1.0 None
104096,0.92 meter
104097,11.0 centimeter
104098,11.0 centimeter
104099,40.0 centimeter
104100,80.0 centimeter
104101,40.0 centimeter
104102,5.0 None
104103,2.0 millimeter
104104,5.8 inch
104105,10.5 inch
104106,12.9 inch
104107,120.0 inch
104108,2.8 inch
104109,160.0 centimeter
104110,9.44 inch
104111,9.44 inch
104112,63.0 centimeter
104113,12.5 centimeter
104114,
104115,15.0 millimeter
104116,38.0 millimeter
104117,8.7 inch
104118,5.5 inch
104119,
104120,6.1 inch
104121,274.0 centimeter
104122,108.0 inch
104123,5.51 inch
104124,120.0 centimeter
104125,120.0 centimeter
104126,65.0 pound
104127,12.0 inch
104128,12.0 inch
104129,6.0 centimeter
104130,6.0 centimeter
104131,6.0 centimeter
104132,7.5 centimeter
104133,9.0 centimeter
104134,7.0 centimeter
104135,75.0 None
104136,3.0 inch
104137,3.5 inch
104138,38.0 centimeter
104139,50.0 centimeter
104140,80.0 centimeter
104141,62.0 millimeter
104142,62.0 millimeter
104143,62.0 millimeter
104144,6.69 inch
104145,17.0 centimeter
104146,3.0 None
104147,91.0 centimeter
104148,3.0 None
104149,2.0 None
104150,24.0 inch
104151,24.0 inch
104152,0.8 meter
104153,0.8 meter
104154,11.0 None
104155,3.0 None
104156,100.0 gram
104157,18.0 None
104158,18.0 None
104159,2.9 inch
104160,2.9 inch
104161,13.0 centimeter
104162,320.0 millimeter
104163,18.0 centimeter
104164,6.3 inch
104165,6.8 inch
104166,34.29 centimeter
104167,34.29 centimeter
104168,4.0 None
104169,0.0 None
104170,10.0 millimeter
104171,
104172,
104173,
104174,20.0 centimeter
104175,20.0 centimeter
104176,20.0 centimeter
104177,505.0 millimeter
104178,24.0 centimeter
104179,24.0 centimeter
104180,20.0 None
104181,35.0 kilogram
104182,35.0 kilogram
104183,5.9 inch
104184,3.4 inch
104185,6.7 inch
104186,25.3 centimeter
104187,14.56 inch
104188,18.0 centimeter
104189,7.1 inch
104190,7.1 inch
104191,7.5 centimeter
104192,44.0 centimeter
104193,30.0 centimeter
104194,240.0 None
104195,58.0 centimeter
104196,6.3 inch
104197,6.3 inch
104198,70.0 None
104199,25.0 gram
104200,120.0 volt
104201,20.0 watt
104202,120.0 centimeter
104203,30.0 centimeter
104204,1.5 centimeter
104205,27.5 inch
104206,
104207,
104208,
104209,8.3 inch
104210,
104211,0.0 centimeter
104212,3.0 None
104213,6.4 inch
104214,8.0 centimeter
104215,137.16 centimeter
104216,54.0 inch
104217,274.32 centimeter
104218,40.0 millimeter
104219,
104220,70.0 millimeter
104221,56.0 millimeter
104222,
104223,250.0 meter
104224,250.0 meter
104225,2.12 inch
104226,15.5 centimeter
104227,2.12 inch
104228,24.0 centimeter
104229,24.0 centimeter
104230,13.0 None
104231,12.0 centimeter
104232,12.0 centimeter
104233,10.0 centimeter
104234,95.0 None
104235,21.0 centimeter
104236,95.0 None
104237,72.0 inch
104238,72.0 inch
104239,72.0 inch
104240,50123.0 None
104241,50123.0 None
104242,16.5 centimeter
104243,18.0 None
104244,18.0 None
104245,2.0 None
104246,2.0 None
104247,2.0 None
104248,8.5 None
104249,8.5 None
104250,7.3 inch
104251,
104252,10.4 centimeter
104253,20.8 inch
104254,
104255,750.0 None
104256,9.0 centimeter
104257,7.0 centimeter
104258,16.0 None
104259,16.0 None
104260,10.0 centimeter
104261,19.0 centimeter
104262,35.0 centimeter
104263,325.0 None
104264,29.5 centimeter
104265,11.5 centimeter
104266,13.0 pound
104267,4.7 inch
104268,4.7 inch
104269,135.0 millimeter
104270,135.0 millimeter
104271,3.3 centimeter
104272,1800.0 None
104273,2700.0 None
104274,5500.0 None
104275,821071953266.0 None
104276,821071953266.0 None
104277,98.0 centimeter
104278,10.0 None
104279,
104280,3.15 inch
104281,3.15 inch
104282,40.0 None
104283,40.0 None
104284,14.0 millilitre
104285,1.5 millimeter
104286,1.9 inch
104287,6.1 inch
104288,
104289,
104290,1.0 centimeter
104291,8.81 inch
104292,30.5 centimeter
104293,50.0 None
104294,4.0 None
104295,5.0 centimeter
104296,18.0 inch
104297,65.0 None
104298,65.0 None
104299,65.0 None
104300,32.0 centimeter
104301,32.0 centimeter
104302,7.87 None
104303,53.84 inch
104304,
104305,3.0 None
104306,5.0 None
104307,39.0 centimeter
104308,39.0 centimeter
104309,
104310,
104311,12.0 None
104312,2.95 inch
104313,75.0 millimeter
104314,75.0 millimeter
104315,
104316,
104317,220.0 None
104318,4.0 None
104319,6.3 inch
104320,6.3 inch
104321,6.3 inch
104322,14.56 inch
104323,60.0 millimeter
104324,4.5 inch
104325,
104326,
104327,
104328,30.0 None
104329,30.0 None
104330,36.0 None
104331,26.0 None
104332,
104333,
104334,3.2 inch
104335,250.0 ounce
104336,25.0 centimeter
104337,25.0 centimeter
104338,2.75 None
104339,73.0 centimeter
104340,8.5 centimeter
104341,14.0 centimeter
104342,7.0 None
104343,70.0 millimeter
104344,70.0 millimeter
104345,95.0 millimeter
104346,58.0 None
104347,16.0 centimeter
104348,4.0 None
104349,8.26 inch
104350,29.0 centimeter
104351,15.0 millimeter
104352,15.0 millimeter
104353,15.0 millimeter
104354,200.0 centimeter
104355,77.2 gram
104356,7.0 centimeter
104357,4.0 None
104358,35.0 centimeter
104359,
104360,
104361,6.2021 None
104362,31.5 centimeter
104363,5.1 inch
104364,0.57 inch
104365,33.0 centimeter
104366,12.99 inch
104367,12.99 inch
104368,6.0 None
104369,118.0 inch
104370,19.6 inch
104371,23.7 centimeter
104372,7.0 centimeter
104373,15.0 None
104374,42.0 inch
104375,107.0 centimeter
104376,4.0 centimeter
104377,1.6 inch
104378,
104379,45.0 None
104380,45.0 centimeter
104381,
104382,
104383,
104384,4.72 inch
104385,1800.0 None
104386,19.2 centimeter
104387,4.0 centimeter
104388,1.57 inch
104389,12.1 inch
104390,60.0 centimeter
104391,60.0 centimeter
104392,60.0 centimeter
104393,1.2 kilogram
104394,
104395,
104396,
104397,26.8 centimeter
104398,1.0 None
104399,2.0 None
104400,25.0 None
104401,10.0 inch
104402,4.0 inch
104403,5.0 centimeter
104404,20.0 centimeter
104405,20.0 centimeter
104406,17.5 inch
104407,44.0 centimeter
104408,24.0 centimeter
104409,106.0 gram
104410,34.0 centimeter
104411,13.4 inch
104412,3500.0 pound
104413,21.0 centimeter
104414,21.0 centimeter
104415,9.0 inch
104416,10.2 inch
104417,6.3 inch
104418,9.0 centimeter
104419,8.5 centimeter
104420,290.0 None
104421,11.0 None
104422,3.2 inch
104423,11.0 None
104424,3.0 None
104425,2728515.0 millimeter
104426,2.0 centimeter
104427,4.7 inch
104428,145.0 centimeter
104429,69.0 millimeter
104430,69.0 millimeter
104431,
104432,17.0 inch
104433,59650.0 None
104434,27.0 centimeter
104435,
104436,45.0 centimeter
104437,2.0 meter
104438,1.6 centimeter
104439,23.0 centimeter
104440,26.0 None
104441,26.0 None
104442,18.5 centimeter
104443,340.0 None
104444,264.0 None
104445,304.0 None
104446,9513.0 None
104447,9513.0 None
104448,24.0 centimeter
104449,19.7 centimeter
104450,1.0 None
104451,2.0 None
104452,86.0 None
104453,6500.0 None
104454,30000.0 None
104455,5.4 inch
104456,5.4 inch
104457,3.0 inch
104458,5.7 inch
104459,6.88 inch
104460,14.0 None
104461,14.0 None
104462,12.2 inch
104463,57.0 millimeter
104464,57.0 millimeter
104465,203.0 millimeter
104466,6.0 None
104467,4.0 None
104468,9.0 inch
104469,1.0 None
104470,15.2 centimeter
104471,
104472,52.0 None
104473,3.9 inch
104474,120.0 None
104475,12.0 None
104476,6.1 inch
104477,10.9 inch
104478,790.0 None
104479,12.0 inch
104480,12.0 inch
104481,12.0 inch
104482,22.8 centimeter
104483,1.57 inch
104484,3.0 centimeter
104485,
104486,9.1 None
104487,8.7 inch
104488,154.0 pound
104489,24.0 centimeter
104490,132.0 centimeter
104491,5.1 inch
104492,5.1 inch
104493,5.1 inch
104494,18.0 centimeter
104495,
104496,2.6 centimeter
104497,25.0 None
104498,3.0 None
104499,3.0 None
104500,13.0 centimeter
104501,1.0 None
104502,122.5 centimeter
104503,60.0 None
104504,60.0 None
104505,6.0 None
104506,8.0 None
104507,6.0 None
104508,30.0 kilogram
104509,30.0 kilogram
104510,10.0 None
104511,
104512,3.8 inch
104513,0.9 inch
104514,5.0 centimeter
104515,6.3 centimeter
104516,10.0 kilogram
104517,10.0 kilogram
104518,50.0 None
104519,17.0 inch
104520,14.0 inch
104521,1.85 inch
104522,
104523,30.0 centimeter
104524,30.0 centimeter
104525,30.0 centimeter
104526,18.1 inch
104527,13.7 inch
104528,
104529,3.54 inch
104530,3.54 inch
104532,76.2 centimeter
104533,15.0 inch
104534,17.91 None
104535,3.2 inch
104536,4.0 None
104537,40.0 millilitre
104538,
104539,7.07 inch
104540,18.0 centimeter
104541,200.0 kilogram
104542,200.0 kilogram
104543,3000.0 None
104544,15.0 centimeter
104545,8.0 centimeter
104546,13.0 centimeter
104547,15.0 centimeter
104548,3.1 inch
104549,5.0 centimeter
104550,3.5 centimeter
104551,3.5 centimeter
104552,100.0 None
104553,90.0 None
104554,100.0 None
104555,330.0 None
104556,330.0 None
104557,
104558,
104559,7.0 centimeter
104560,4.0 None
104561,8.7 centimeter
104562,20.0 centimeter
104563,350.0 None
104564,9.5 centimeter
104565,
104566,100.0 centimeter
104567,10.0 centimeter
104568,7.0 centimeter
104569,
104570,
104571,
104572,
104573,
104574,60.0 centimeter
104575,11.8 inch
104576,1.97 inch
104577,48.0 centimeter
104578,24.75 None
104579,
104580,
104581,3.0 None
104582,25.0 centimeter
104583,19.0 centimeter
104584,25.0 centimeter
104585,50.0 centimeter
104586,
104587,13.0 centimeter
104588,1.5 inch
104589,12.0 inch
104590,71.0 inch
104591,
104592,
104593,
104594,550.0 None
104595,550.0 None
104596,18.0 None
104597,8.0 None
104598,8.0 None
104599,652.3175 millimeter
104600,55.0 pound
104601,18.0 centimeter
104602,5.9 inch
104603,5.9 inch
104604,
104605,10.9 centimeter
104606,
104607,
104608,4.0 fluid ounce
104609,0.7 inch
104610,13.0 millimeter
104611,30.0 centimeter
104612,2.9 inch
104613,
104614,
104615,
104616,82.0 centimeter
104617,32.6 inch
104618,1.2 inch
104619,2.9 inch
104620,10.0 centimeter
104621,22.0 meter
104622,1.0 centimeter
104623,22.0 meter
104624,4.0 None
104625,12.7 centimeter
104626,12.7 centimeter
104627,10.0 centimeter
104628,25.0 None
104629,280.0 centimeter
104630,
104631,
104632,9.0 None
104633,9.0 None
104634,10.2 centimeter
104635,10.2 centimeter
104636,4.0 inch
104637,
104638,
104639,
104640,29.0 millimeter
104641,1.3 kilogram
104642,5.5 inch
104643,5.0 inch
104644,12.0 centimeter
104645,8.0 fluid ounce
104646,4.34 inch
104647,6.52 inch
104648,26.0 inch
104649,38.0 inch
104650,25.0 millimeter
104651,6.3 inch
104652,
104653,
104654,
104655,12.7 centimeter
104656,5.0 inch
104657,180.0 centimeter
104658,4.0 centimeter
104659,1.0 None
104660,1.0 None
104661,1.0 inch
104662,1.0 None
104663,1.2 inch
104664,11.8 None
104665,7.0 None
104666,
104667,10.0 None
104668,10.0 None
104669,10.0 inch
104670,10.0 inch
104671,12.0 inch
104672,12.0 inch
104673,11.8 inch
104674,11.8 inch
104675,40.0 centimeter
104676,0.7 inch
104677,0.7 inch
104678,20.0 centimeter
104679,100.0 None
104680,120.0 kilogram
104681,120.0 kilogram
104682,
104683,
104684,43.0 centimeter
104685,43.0 centimeter
104686,18.0 inch
104687,18.0 inch
104688,215.0 centimeter
104689,8.66 inch
104690,23.0 centimeter
104691,21.8 centimeter
104692,
104693,10.0 centimeter
104694,26.7 centimeter
104695,
104696,19.0 millimeter
104697,24.0 None
104698,18.9 inch
104699,6.49 inch
104700,6.1 inch
104701,283.5 gram
104702,12.0 None
104703,12.0 None
104704,20.0 None
104705,13.0 millimeter
104706,62.4 centimeter
104707,13.7 inch
104708,3.94 inch
104709,45.75 centimeter
104710,183.0 centimeter
104711,10.0 centimeter
104712,280.0 ounce
104713,116.0 centimeter
104714,24.0 None
104715,3.0 inch
104716,3.0 inch
104717,3.0 inch
104718,170.0 centimeter
104719,130.0 millimeter
104720,1.0 None
104721,5.3 inch
104722,1.0 inch
104723,1.1 inch
104724,1.1 inch
104725,10.0 millimeter
104726,
104727,
104728,11.8 inch
104729,11.8 inch
104730,1.0 None
104731,4.5 None
104732,46.0 centimeter
104733,50.0 centimeter
104734,3.0 inch
104735,3.0 inch
104736,3.0 inch
104737,3.3 inch
104738,5.0 centimeter
104739,56.0 gram
104740,40.0 centimeter
104741,99.0 centimeter
104742,24.0 inch
104743,9.0 centimeter
104744,9.0 centimeter
104745,
104746,3.9 inch
104747,
104748,7.5 centimeter
104749,7.5 centimeter
104750,58.0 millimeter
104751,33.0 centimeter
104752,21.0 centimeter
104753,7.3 inch
104754,
104755,
104756,1.8 inch
104757,
104758,26.0 None
104759,14.0 None
104760,13.6 inch
104761,2.3 inch
104762,6.6 inch
104763,3.2 inch
104764,59.05 None
104765,59.05 None
104766,
104767,60.0 inch
104768,152.0 centimeter
104769,120.0 centimeter
104770,4.7 inch
104771,7.9 inch
104772,20.0 centimeter
104773,20.0 centimeter
104774,33.0 centimeter
104775,300.0 pound
104776,300.0 pound
104777,
104778,5.562 centimeter
104779,14.0 centimeter
104780,18.0 centimeter
104781,9.0 inch
104782,9.0 inch
104783,4.0 kilogram
104784,3.64 inch
104785,
104786,34.0 inch
104787,100.0 None
104788,100.0 None
104789,3.7 inch
104790,81.4 None
104791,
104792,35.0 inch
104793,35.0 inch
104794,35.0 inch
104795,2.56 inch
104796,1.0 None
104797,264.0 gram
104798,16.0 inch
104799,14.5 centimeter
104800,15.75 inch
104801,0.9 inch
104802,
104803,
104804,
104805,3.2 inch
104806,30.0 centimeter
104807,30.0 centimeter
104808,
104809,
104810,125.0 centimeter
104811,125.0 centimeter
104812,55.0 centimeter
104813,55.0 centimeter
104814,180.0 centimeter
104815,100.0 None
104816,3.14 inch
104817,19.0 centimeter
104818,34.0 centimeter
104819,2.0 None
104820,5.3 inch
104821,
104822,1320.0 millimeter
104823,5.5 inch
104824,402465.0 None
104825,7.0 centimeter
104826,54.0 inch
104827,
104828,
104829,0.0 None
104830,0.0 meter
104831,10.0 centimeter
104832,8.0 centimeter
104833,
104834,5.0 centimeter
104835,2.0 None
104836,15.0 None
104837,2.2 inch
104838,8.26 inch
104839,8.26 inch
104840,8.26 inch
104841,
104842,
104843,175.0 pound
104844,5.0 centimeter
104845,5.0 centimeter
104846,
104847,
104848,16.0 centimeter
104849,1.32 inch
104850,20.5 centimeter
104851,28.0 centimeter
104852,8.0 centimeter
104853,14.57 inch
104854,3.93 None
104855,14.0 millimeter
104856,30.0 millimeter
104857,13.0 centimeter
104858,44.0 None
104859,7.0 None
104860,1.5 inch
104861,5.7 centimeter
104862,30.0 centimeter
104863,20.0 centimeter
104864,
104865,3000.0 gram
104866,3.14 inch
104867,2.75 inch
104868,3.14 inch
104869,2.5 None
104870,2.5 None
104871,2.5 inch
104872,18.0 centimeter
104873,18.0 centimeter
104874,80.0 centimeter
104875,
104876,25.0 centimeter
104877,700.0 gram
104878,50.0 centimeter
104879,9.25 inch
104880,8.75 inch
104881,1000.0 None
104882,1000.0 None
104883,2001.0 None
104884,2001.0 None
104885,20.0 centimeter
104886,20.0 centimeter
104887,
104888,
104889,7.0 gram
104890,
104891,10.2 inch
104892,20.0 centimeter
104893,
104894,25.0 None
104895,25.0 None
104896,
104897,1.5 centimeter
104898,0.2 inch
104899,0.2 inch
104900,10.0 None
104901,
104902,16.0 inch
104903,14.7 centimeter
104904,21.5 centimeter
104905,27.5 None
104906,8.0 inch
104907,10.0 centimeter
104908,120.0 None
104909,5000.0 None
104910,2.5 meter
104911,21.0 centimeter
104912,7.0 None
104913,7.0 None
104914,2.0 None
104915,3.4 inch
104916,2.0 None
104917,59.0 millimeter
104918,310.0 centimeter
104919,87.0 millimeter
104920,1.2 inch
104921,10.0 centimeter
104922,10.0 centimeter
104923,10.0 centimeter
104924,16.3 centimeter
104925,45.0 millimeter
104926,6.0 None
104927,6.0 None
104928,130.0 centimeter
104929,220.0 centimeter
104930,6.4 millimeter
104931,27.0 centimeter
104932,27.0 centimeter
104933,9.2 None
104934,0.0 centimeter
104935,36.0 millimeter
104936,1.0 millimeter
104937,12.5 inch
104938,12.8 inch
104939,3.0 None
104940,66.0 centimeter
104941,1000.0 None
104942,
104943,13.6 centimeter
104944,105.0 millimeter
104945,105.0 millimeter
104946,1.8 inch
104947,0.8 inch
104948,45.0 centimeter
104949,17.7 inch
104950,17.7 inch
104951,210.0 millimeter
104952,3.54 inch
104953,3.54 inch
104954,15.0 inch
104955,11.0 inch
104956,5.8 inch
104957,76.5 inch
104958,3.0 millimeter
104959,23.5 inch
104960,10.0 centimeter
104961,3.1 inch
104962,3.1 inch
104963,30.0 ounce
104964,100.0 centimeter
104965,40.64 centimeter
104966,40.64 centimeter
104967,1.77 inch
104968,23.0 centimeter
104969,25.2 centimeter
104970,
104971,1500.0 millimeter
104972,4.3 inch
104973,11.5 centimeter
104974,4.5 inch
104975,
104976,
104977,
104978,
104979,11.2 inch
104980,11.2 inch
104981,16.9 None
104982,2.95 inch
104983,130.0 None
104984,9.25 inch
104985,208.0 millimeter
104986,90.0 millimeter
104987,33.0 centimeter
104988,36.2 centimeter
104989,155.0 meter
104990,3.0 meter
104991,9.0 inch
104992,10.6 inch
104993,19.0 centimeter
104994,26.3 centimeter
104995,95.0 centimeter
104996,95.0 centimeter
104997,4.0 centimeter
104998,
104999,
105000,
105001,1.9 inch
105002,1.9 inch
105003,1.5 inch
105004,5.0 centimeter
105005,14.0 centimeter
105006,14.0 centimeter
105007,
105008,3.3 inch
105009,28.0 centimeter
105010,150.0 None
105011,
105012,
105013,
105014,
105015,
105016,3.85 inch
105017,3.85 inch
105018,4.685 inch
105019,2.0 None
105020,12.0 inch
105021,260.0 None
105022,
105023,4.5 pound
105024,0.9 None
105025,0.9 None
105026,0.9 None
105027,5.0 None
105028,5.0 None
105029,45.0 centimeter
105030,2024.0 None
105031,2024.0 None
105032,
105033,
105034,
105035,
105036,43.0 centimeter
105037,11.6 centimeter
105038,6.0 inch
105039,4.0 inch
105040,29.9 inch
105041,75.0 centimeter
105042,9.0 None
105043,120.0 centimeter
105044,137.0 centimeter
105045,7.6 millimeter
105046,58.0 millimeter
105047,145.0 millimeter
105048,300.0 None
105049,0.54 None
105050,14.5 centimeter
105051,8.2 inch
105052,2.7 inch
105053,
105054,22.0 centimeter
105055,5.0 None
105056,5.0 None
105057,18.0 centimeter
105058,19.7 inch
105059,19.7 inch
105060,50.0 millilitre
105061,25.0 None
105062,2.18 None
105063,120.0 None
105064,4.7 inch
105065,
105066,11.83 millimeter
105067,7.9 None
105068,5.1 inch
105069,7.1 inch
105070,27.0 centimeter
105071,2.7 centimeter
105072,4.0 centimeter
105073,4.0 centimeter
105074,26.0 centimeter
105075,175.0 millimeter
105076,175.0 millimeter
105077,100.0 gram
105078,900.0 None
105079,4.6 inch
105080,5.66 inch
105081,50.0 centimeter
105082,24.5 centimeter
105083,
105084,3.0 inch
105085,8.8 pound
105086,7.48 inch
105087,7.0 millimeter
105088,116.5 centimeter
105089,116.5 centimeter
105090,116.5 centimeter
105091,1250.0 millimeter
105092,3.0 None
105093,20.0 centimeter
105094,20.0 centimeter
105095,20.0 centimeter
105096,8.2 centimeter
105097,5.0 centimeter
105098,1.0 None
105099,37.0 None
105100,
105101,2.0 None
105102,7.08 None
105103,127.0 centimeter
105104,152.0 centimeter
105105,11.42 inch
105106,87.0 inch
105107,42.0 centimeter
105108,42.0 centimeter
105109,53.0 inch
105110,45.0 millimeter
105111,4.5 inch
105112,6.0 inch
105113,1.1 inch
105114,3.9 centimeter
